section;entree;nature;sous_entree;traduction_ewe
A;apercevoir;vt;;kpo nu, se nu, dze si nu
A;s'apercevoir;v;;se nu ggme, nya nu
A;aperçu;m;;numekpgkpg, nunyanya
A;apiculteur;m;;anyitala, anyidela, anyinyïla
A;apiculture;f;;anyitata,* anyidede, anyinyïnyï
A;apitoyer;vt;;kpg nublanui na ame
A;apitoiement;m;;nublanui, dometgtrg de ame nu
A;aplanir;vt;;dzg nu, fo nu gbadzâ, ta nu
A;aplatir;vt;;fo nu gbanyâ
A;aplomb;m;;agbagbadodo, nudodo, dzgdzo de tsitre
A;apostasie;f;;hosegbegbe, megbedede
A;apostasier;vt;;gbe hose
A;apostat;m;;hosegbela, dzego, dzeaglâ. —
A;apostolat;m;;apostolonyenye, apostolodo
A;;;de la prière;apostolonyenye gbedododa
A;apostropher;vt;;he adânya de ame nuti
A;apothicaire;m;;atikewola
A;apôtre;m;;apostolo
A;;;à q.;de edokui fia ame
A;appareil;m;;nuwonu, dowonu, mô
A;apparemment;adv;;anye, de elanye, de woanye
A;s'apparier;v;;mô, do atsu, mo
A;appartement;m;;ho, hoame
A;appât;m;;azâmenu, nublenu, mômenu, glâe
A;appâter;vt;;ble ame nu
A;appâter;vt;;na nududu
A;s'appauvrier;v;;di gbo, do ko to ga gbegblê me
A;appel;m;;yoyo
A;;;au secours;leleledodo, asiîunu, do kû n'ame
A;appeler;vt;;yo ame
A;;;au;secours do abobo, do aîa, îu asi nu, do kû
A;;;l'attention;de q
A;;;en justice;sama ame
A;;;q. en témoignage;yo ame abe dasedila ene
A;;;Dieu en témoignage;yo Mawu, ta Mawu
A;appellation;f;;yoyo
A;appendice;m;;megbenunuwunya
A;appesentir;vt;;wo nu kpekpe
A;appétit;m;;nudzodzro, nkubiabia, nudududzodzro
A;applaudir;vt;;îo akpe, d'asi kpe, kaîu
A;applaudissement;m;;asikpeîoîo, kaîukaîu
A;appliquer;vt;;wo nu nu do, do nu nu nu
A;;;de;la couleur do ano nu, si ano na nu
A;;;un soufflet à q.;îo tome na ame
A;;;son esprit;do vevie nu
A;s'appliquer;v;;do vevie nu
A;apporter;vt;;tso nu ve, he, ko, lo nu ve
A;;;du soin;do vevie nu
A;apposer;vt;;kpe nu de nu nu
A;;;sa signatuore;hlo nko de nu te
A;apprécier;vt;;bu gâ, kaîu nu, do vivi de nu nu
A;appréhender;vt;;lé nu, tsi dzimadi
A;;;q. au corps,;de ame gaho me
A;;;que;vô be
A;appréhension;f;;lélé
A;apprendre;vt;;srô nu, se nu, nya nu, kpla nya
A;;;qc. à q.;fia nu ame, gblo nya na ame
A;;;le français;srô Frâsegbe
A;;;le français à q*;fia Frâsegbe ame
A;;;à lire;srô agbalêhehlê
A;;;par cœur;srô nu de tame, un mal appris dekakpui vlo, gbemeto
A;apprenti;m;;dosrôvi, adanusrôla
A;;;menuisier;atikpala dosrôvi
A;apprentissage;m;;dososrô, domedodo, dosrôgi
A;;;le dîner;dzra ndome nududu do
A;s'apprêter;v;;dzra dokui do, sogbe de gadzi
A;apprivoiser;vt;;mlâ lâ
A;apprivoisement;m;;mamlâ
A;approbation;f;;lolô de nu dzi, nudzilçlô
A;approcher;vt;;gogo, te, he nu de nu nu, ke de nu nu
A;;;à pas de loup;do de nu dzi le vome, zo minya-minya
A;;;d'une personne;kpo mo yi ame gbo fâ
A;;;la table du mur;he kplô de gli nu
A;s'approcher;v;;te de nu nu, va lili nu, gogo
A;;;de q.;te de ame nu, zo de ame nu
A;approfondir;vt;;wlo nu me, dzro nya me, do nu gome kpo
A;approprier;vt;;so nu de nu nu
A;s'approprier;v;;ho nu, dze go de nu dzi, srô nu
A;approuver;vt;;lô de nu dzi, kaîu nu
A;;;d'un signe de tête;lô nya kple ta
A;approvisionnement;m;;nududu, aîunyinyi
A;s'approvisionner;v;;hetse dokui, nyi afu
A;approximativement;adv;;ano, kloe
A;appiïï;m;;nugodenu, nuziodenu
A;appuyer;vt;;zio nu, glâ nu, via nu
A;;;la tête;zio ta, zio ko
A;;;l'échelle contre le mur;tso atrakpui zio de gli nu
A;;;l'éperon au cheval;do du so
A;;;contre la chaise;zio de ablêgo nu
A;;;sur q.;zio de ame nu, do dzi de ame nu
A;;;le repas;le nududu megbe
A;;;une année;fe deka megbe
A;;;cela;emegbe la, eyome, ekemâ
A;;;l'un- l'autre;deka deka
A;;;quoi;nusi dzi, le esia megbe la
A;;;tout;ke, voa
A;après-demain;m;;nyitso si gbpna
A;après-midi;m;;getro, getrome
A;aquilon;m;;anyiehe — yâ
A;arachide;f;;azi
A;arbalète;f;;dati
A;arbitre;m;;avuléla, nyadrôla
A;arborer;vt;;fo nu de tsitre, do nu de tsitre
A;;;le drapeau;si aflaga
A;arbre;m;;ati. P-grince ati du tse. T-de la croix atitsoga
A;;;fruitier;ati tseku, ati dudua
A;arbisseau;m;;ativi, adzakpasu
A;arbuste;m;;ativi, avekovi, adzakpasu
A;arc;m;;da, dati
A;arc-en-ciel;m;;anyiewo
A;archange;m;;mawudola gâ
A;archer;m;;dadala, datidala
A;archévêque;m;;episkopo gâ
A;archidiacre;m;;diakono gâ
A;archiprêtre;m;;mawununola gâ
A;architecte;m;;hotula
A;ardemment;adv;;vevie
A;;;du solleil;ndçkutsu, iidovCuWu
A;;;d'estomac;îaîa
A;arène;f;;awawoîe
A;aréopage;m;;nyagbloîe
A;arête;f;;tomelâ îe îu
A;;;(coin);nuto, dzogoe
A;argent;m;;ga
A;;;comptant;gasiasi, ga atiati
A;;;en cours;ga dudo, dudua
A;argenter;vt;;îa klosalo de nu nu
A;argile;f;;anyi dzê
A;argument;m;;kakadedzi, nuîoîo
A;aridité;f;;kotsitsi, kudidi
A;aristocratie;f;;ame nkutatowo
A;armer;vt;;ma awawonu na ame
A;s'armer;v;;kpla awawonuwo, bla akpa
A;arôme;m;;wewê vivi, wewê lïlïlï
A;arpentage;m;;nu dzidzenu
A;arpenter;vt;;dzidze nu, de lifo, da ka
A;arquer;vt;;bi nu, bo nu
A;s'arquer;v;;hlâ, lugu, hatsa
A;arracher;vt;;ho, bel^, nyô, îlï, ya nu
A;;;qc. à q.;ha nu le ame si, wli nu le ame si, gbo nu
A;;;les plumes;bebe îu, nyô kokloîu
A;;;une branche;îlï alo le ati nu
A;;;un;arbre ho ati le do me, de ati îe ke le do me
A;;;de Pigname;ho te, ku te
A;;;Pœil à q.;ho nku le to me, de nku n'ame
A;;;avec les dents;tso nu kple adu
A;;;de;force ho nu kple sesê, du nu, gbo nu wïam
A;s'arracher;v;;de dokui da
A;arrangement;m;;nudodo, asinyinyi di, anyidodo, kpetsotso
A;arranger;vt;;do nu, nyi asi di, do nu teîeteîe
A;;;un différend;lé avu, tso nya
A;;;ses paroles;do nya
A;;;avec q.;le nya kpo kple ame
A;arrêt;m;;toto, tetoto
A;arrêté;m;;sé, sédede
A;arrêter;vt;;to ame, he nu de megbe, sika ame di
A;arrière;adv;;megbe
A;arrière-faix;m;;ameno
A;arrière-grand-père;m;;togbotogbui
A;arrière-grand'mère;f;;mamâmamê
A;;;à L. à 10 heures;do L
A;;;chez q.;do ame gbo, de ame gbo
A;arrondir;vt;;mli nu, wo nu nogui, mli ko nu
A;arroser;vt;;de tsi nu, wu tsi nu
A;arrosage;m;;tsidede, tsiwuwu
A;arsenal;m;;avvawonudzradofe
A;art;m;;adanu
A;article;m;;nu, nane
A;;;de foi;hose îe nufiafia vevieto deka
A;articuler;vt;;îo nu eme ko
A;artifice;m;;adanuvôe, ayedzedze, ameblenu, ayevô-dodo
A;artillerie;f;;asrafoha si wo aprim nu do
A;artisan;m;;adariuwola, dowola
A;artiste;m;;adariuwola
A;ascendance;f;;îome, fometowo
A;ascendant;m;;fometo
A;ascension;f;;dziyiyi, dziîoyiyi. Ascension de N4 S. Afeto Yesu Kristo fe dziîoyiyi fe azâgbe
A;asile;m;;sitsoîe, sietsofe
A;aspect;m;;kpokpo
A;asperger;vt;;hlê nu de nu dzi, tso nu wu nu dzi, tu nu de nu dzi
A;;;q. d'eau bénite;hlê tsi kokoe de ame dzi
A;asphalte;m;;ano ade fomevi
A;aspic;m;;fli (da ade)
A;aspiration;f;;gbogbo, yometiti, nudzidzi
A;aspirer;vt;;gbo, ti yome, dzi nu
A;;;Pair;gbo yâ de eme
A;assaillir;vt;;da adzo ame, lû de ame dzi, dze ame dzi, do de ame dzi kpata, zi ame dzi
A;assaissonner;vt;;de nu vivi nududu me, de nu (dzè) do vivi nududu' me
A;assassin;m;;amewula, hlôdola
A;assassinat;m;;dafidada, îifiwu, amewudegbe
A;assassiner;vt;;wu ame, da dafiame, wu anie de gbe
A;assaut;m;;amedzidzedze
A;assécher;vt;;fu nu
A;assemblage;m;;fufofo, nututudo
A;assemblée;f;;takpekpe
A;assembler;vt;;fo nu fu, tu nu do
A;assentiment;m;;lolô de nu dzi, nudzilolô
A;asseoir;vt;;tso nu da di
A;;;un camp;da asada, bo asada
A;;;dans un fauteuil;bobo no kuviablêgo dzi
A;;;sur le trône;no anyi de îiazikpui dzi, du fia
A;;;au lit (d'un malade);le alinu
A;assermenter;vt;;dzi atabu ame, wo ame be wôata nu
A;asservissement;m;;kluvinyenye
A;asservir;vt;;te ame de anyi, do adoko ame
A;assesseur;m;;adanudela
A;assez;adv;;sogbo, sunu
A;;;peu;viade
A;assiégeant;m;;duhala
A;assiéger;vt;;ha du, de to de du
A;assigner;vt;;sama ame
A;;;du travail à q.;do do na ame
A;assimiler;vt;;so nu de nu nu, di nu
A;;;des connaissances;dze hunya, kpla nunya
A;assistant;m;;kpedenuto, honameti, amekpela
A;assister;vt;;kpe ame, kpe de ame nu
A;associé;m;;amehavi, amehati, hameto, gomekpola
A;associer;vt;;wo deka kple ame, kpe ame de ame nu
A;assombrissement;m;;vivitidodoi
A;assommer;vt;;wu ame, îo ame wu
A;;;q. de coups;îo ame vevie, îo ame wu Assomption î Maria hoho yi dziîo
A;assortir;vt;;tia nu
A;;;des citrons;tia anuti lolotowo le eme
A;;;à qc.;so de nu nu
A;assoupir;vt;;na ame nado alô
A;;;la douleur;îa veve nu
A;assoupissement;m;;akolôe dôdô
A;assourdir;vt;;ku to na ame, gbâ to n'ame
A;assouvir;vt;;dze ame nu
A;;;la faim de q.;di îo na ame
A;;;sa vengeance;bia hlô
A;assujetir;vt;;du ame dzi
A;;;q. à faire qc.;zi ame dzi be wôawo nane
A;assujetissement;m;;dzidudu, dzizizi
A;assurance;f;;kakadedzi, nyateîe, kpedodo nul dzi
A;assurer;vt;;ka de nu dzi, do kpe nu dzi
A;asthme;m;;gbohi
A;astiquer;vt;;do atsyô na
A;astre;m;;gletivi
A;astreindre;vt;;zi ame dzi
A;astrologie;f;;gletivi me îakaka
A;astronomie;f;;gletivinununya
A;atelier;m;;dgwofe, adanuwofe
A;athée;m;;mawugbela, vôdi
A;athéisme;m;;maw ug beg be
A;atlas;m;;anyigbatata
A;atmosphère;f;;yâ, yame
A;atome;m;;nu suesue
A;atre;m;;mie, mlekpui, dokpo, dzodofe
A;atrocité;f;;riodzidzi, nutasesê
A;attachement;m;;lolô, kùkù de ame nu
A;attacher;vt;;li nu, klâ nu de nul nu, bla nu, de ka nu
A;;;qc. à;tsi nu de nu nu, lé nu de nu nu
A;;;ses yeux sur;lé nku de nu nu
A;;;de l'importance à :;bù nu vevie
A;s'attacher;v;;tsi kplete, ku de nu1 (ame) nu
A;;;imprévue;lelékpata
A;attaquer;vt;;dze ame dzi, dze avva gome, kpe awa
A;;;q. en justice;sama ame
A;;;un travail;dze dowowo gome, s'attarder tsi megbe, tsi anyi
A;atteinte;f;;fofo, dada, toto, porter-à la réputation de q
A;atteler;vt;;bla so de tasiadam nu, tsi là de keke nu
A;attendre;vt;;lala, dzo, to, kpo mo, no anyi
A;s'attendre;v;;kpo mg na nu
A;attendrir;vt;;du lame na ame, wg nu boboe
A;s'attendrir;v;;kpo nublanui, îa konyi
A;attentat;m;;vodada, gudodo, nuvôdiwowo
A;attente;f;;mokpokpg, lala, dzodzo
A;;;aux jours de q.;dzi ame îe ku, dzi ame îe agbe gome
A;attentivement;adv;;kolokolo, kgtekote
A;;;int;kpo nyuie ! agô ! do to !
A;atténuation;f;;nudede le nu dzi
A;atténuer;vt;;de nu le nu nu, de riusê le ame me
A;atterrer;vt;;fu nu anyi
A;;;vi;di go
A;attestation;f;;dasedidi. — asidede agbalê me
A;attester;vt;;di dase, de asi agbalê me
A;s'attiédir;v;;* zii fafe, tu (tsi tu) tsi tu ko
A;attirail;m;;dowonu, nuwonu
A;attirer;vt;;he, he nu ve, bia nku na ame
A;;;une maladie;ho do, île do ve
A;attiser;vt;;(le feu) flo dzo do, tra dzo do
A;;;une querelle;kpla avu
A;attitude;f;;dokuilélé, nonome
A;attouchement;m;;asidede nul nu, asikaka nu nu
A;attraction;f;;nukpokpo, nkubiabiâ
A;attrait;m;;amenubeble, — dzo, bibi, viâviâ
A;attraper;vt;;lé nu, tu, tso nu do
A;;;un voleur;lé îiaîito
A;attribuer;vt;;do nu na ame
A;;;qc. à q.;ma nu na ame, do nya ame dzi
A;attribut;m;;nonome, dzesi
A;attrister;vt;;do mo vevie n'ame, ve dome na ame
A;s'attrister;v;;ha nu nu
A;attroupement;m;;takpekpe
A;s'attrouper;v;;kpe ta
A;aucun;pr;;amadeke o, deke o
A;aucunement;adv;;kpao, kura o
A;audace;f;;kalêwowo, nutsuwowo
A;au-dessous;adv;;anyi, dome, gome
A;au-dessus;adv;;de edzi, enu, dzime, dzi
A;au-devant;adv;;le nu ngo, de nu ngo, de nu nuti
A;auditeur;m;;todola, nyasela
A;auditoire;m;;nyaselawo, todolawo. Vocabulaire aug — aut auge î to, lato, hato
A;augmenter;vt;;sogbo de dzi, lolo de dzi, dzi de edzL
A;;;le prix;da asi de dzi, wo asi sesê de dzi
A;augure;m;;aîâkaka, nukaka, afâ
A;augure;m;;afâto, bokono
A;aujourd'hui;adv;;egbe, egbegbe
A;auparavant;adv;;tsâ, haîi, gbâ, ngogbe
A;auprès;adv;;gbo, le nu gbo, te de nu nu
A;auriculaire;m;;asi kotoe
A;auspice;m;;afâ, aîâkaka, nukaka
A;aussitôt;adv;;îiîila, enumâke, zi deka
A;;;que;cj kasiâ
A;autant;adv;;nenemâke, aie, alea, aleke
A;autel;m;;altaro, Mawu îe vôsâkplô, mekpli
A;auteur;m;;nuwola, agbalê îilola, kula
A;authenticité;f;;anukode
A;automne;f;;keleme
A;automobile;f;;auto, lorry, dzokeke, motoka
A;autonomie;f;;ablodenyenye, dokuisinono
A;autorisation;f;;modede, nudzilolô
A;autoriser;vt;;de mo, lô de nu dzi
A;autorité;f;;bùbu, nusê, dzidudu
A;autour;adv;;îohla, godo
A;autre;pr;;bubu
A;autre;part;;adv le afi bubu
A;autrefois;adv;;tsâ
A;autrement;adv;;ne menye nenem o la, vovo
A;auxiliaire;m;;kpederiuto
A;avaler;vt;;mi nu, no nu
A;;;qc. de travers;nu ge de nyê me na ame
A;avance;f;;ngonono, ngoyiyi
A;avancement;m;;dododedzi, ngogbeyiyi
A;avancer;vt;;do nu ngogbe, yi ngogbe
A;;;en âge;tsi de dzi
A;avanie;f;;dzudzu, riukpedodo
A;avant;prép;;rigo
A;;;que;cj haîi ne
A;avant;m;;ngogbe, nkume
A;avantage;m;;vide, videkpokpo
A;avantager;vt;;lô ame wu bubu
A;avant-bras;m;;alo, alotinu
A;avant-coureur;m;;ngodzela, ngonola
A;avant-propos;m;;kpokplo yideme, nyanudede
A;avant-veille;f;;nyitso, azâdrôgbe
A;avare;m;;anokuno, nuvela, adikpewola, nkutsila
A;avarier;vt;;gbâ, gblê nu
A;avarie;f;;Wugbegblê
A;avènement;m;;dodo, vava
A;;;à;la couronne îiazikpuidzidede
A;avenir;m;;geyigî si le vava ge
A;avent;m;;advento
A;s'aventurer;v;;do dzi, katse, te nu kpo
A;aventurier;m;;godzela, nudrawola. 4* ave — avo non
A;avérer;vt;;do nu na ame kpo, vvu nu na ame, nu îe nyatefenyenye dedeîia
A;aversion;f;;fulélé, tsitsri
A;avertir;vt;;hlô nu ame
A;avertissement;m;;nuhohlô
A;aveu;m;;numewuwu
A;aveugle;m;;nkugbâto, rikuno
A;aveuglement;m;;nkugbagbâ, nkutsitsi
A;aveugle-né;m;;nkuno tso dzidzi me
A;aveugler;vt;;gbâ ame îe riku
A;aviateur;m;;yàmewudola
A;avilir;vt;;bobo ame (nu) de anyi, gblê nonome
A;avilissement;m;;gbegblë, bobodeanyi
A;avion;m;;yamewu
A;aviron;m;;wukuti, akoîati, kotoklo, atablo. —
A;avis;m;;adanu, tamesusu, adariudodo
A;aviser;vt;;do du de ame, klâ ame, do adariu na ame
A;avocat;m;;nyahola de amenu, tsiamee
A;avoir;vt;;le ame si, li, ho, j'ai dix ans fè ewo le asinye
A;;;besoin;(ziâ) hiâ nu, wo nu nu do
A;;;à cœur;dzro be
A;;;de l'éloquence;ade boboe le ame si
A;;;faim;do wu ame
A;;;pour but;do, do tame
A;avoisiner;vt;;de lifo, kpe, kpe kpo
B;avortement;m;;fudzodzo, îudede îugege
B;babil;m;;dzèdodo, asemkaka
B;babillage;m;;nyatofitoto, nyadodo
B;babillard;m;;dzèdola, nyadola, nyatoîitola
B;habillement;m;;dzèdodo, nyadodo
B;bac;m;;toîoîe, totsofe, todeîe
B;badinage;m;;ahatsekaka
B;badigeon;m;;akalotsi
B;badigeonner;vt;;si akalo de nu nu, do ba ho, tre ho
B;badigeonneur;m;;anosila
B;bafouer;vt;;du fewu le ame nu
B;bagage;m;;agba
B;bagarre;f;;zitoto, wowo gidigidi
B;bagatelle;f;;nùvi, nu madinu, nu ziwo
B;bagne;m;;gaho
B;bague,;f;;ga, ge, asige, afoge, aboge
B;baguette;f;;ati dze, amefoti, ati, hamble
B;baie;f;;kutsetse
B;baigner;vt;;lé tsi na ame
B;bail;m;;gege, anyigbagege
B;bailler;vt;;ge nu
B;bâillement;m;;haha
B;bâillonner;vt;;té nu de nu me na ame
B;bain;m;;tsilele, tsileîe
B;;;de;mer fulele
B;baiser;vt;;dudo nù na ame
B;baiser;m;;nùdudo, nùgbugbo
B;baisser;vt;;didi nu d'anyi
B;;;la lampe;bobo dzo, tè dzo (akadi) de eme
B;;;le pavillon;didi aîlaga
B;;;la tête;bobo ta
B;;;les yeux;miâ riku
B;;;les prix;de asi nu dzi
B;baisse;f;;dededa, wezuzu
B;;;de prix;asidede nu dzi
B;bal;m;;ge, gedudu
B;balai;m;;abaya, ha, atihali, abayaha
B;balance;f;;nudanu, nudamô, — nusosokpo
B;balancer;vt;;da nu
B;;;les bras;nyê abo
B;balancement;m;;dada
B;balançoire;f;;amedakeke, todotodoe
B;balayer;vt;;kplo nu, kplo nu na
B;;;la chambre;kplo home
B;;;l'ennemi;nyâ futowo
B;balcon;m;;ablanda, akpata
B;baldaquin;m;;dzoya, katamâ, tsï
B;ballast;m;;agba
B;balle;f;;bol, bolu
B;;;de;fusil tukpe
B;ballottement;m;;dada
B;ballon;m;;bol gâ
B;balloter;vt;;nyê nu
B;bambin;m;;devi sue, vi fê
B;bambou;m;;pampru
B;ban;m;;gbefàdede
B;bananier;m;;akoduti
B;banc;m;;amagui, zikpui
B;;;de sable;kekpo, agbô
B;;;d'huîtres;adzakpo
B;bandage;m;;nublanu, nubabla
B;bandeau;m;;nublanu
B;bandelette;f;;nublanuvi, nublakavi
B;bander;vt;;bla nu
B;bandit;m;;adzodala, godzela banne î tsikpo, tsokpo
B;bannir;vt;;nyâ me le anyigba dzi, de ame de go
B;bannissement;m;;amenyanyâ dzo le ame de, ame nyadegbe
B;banquet;m;;kplôdodo, aglotutu
B;;;sacré ;-eucharistique
B;banquier;m;;gadudola
B;baobab;m;;adidoti
B;baptême;m;;mawutsideta
B;baptistère;m;;Mawutsidetafe
B;baptiser;vt;;de Mawutsi ta na ame
B;baquet;m;;go, ze
B;baraque;f;;atihoe, abayahoe, asadahoe, agbado» barbare a gbemeto, ame manyanu, riutasêla
B;barbarie;f;;anyrâwowo, riutasesê
B;barbe;f;;gè
B;barbiche;f;;gbôgee
B;barbier;m;;gelûla, takola, dalula , talûla
B;barbouillier;vt;;îo di nu, si nu de nu nu
B;baril;m;;atigo, go
B;baromètre;m;;hehemefianu
B;baron;m;;amegâ, bùbume
B;barque;f;;wu, batala, aklo
B;barrage;m;;mohehe
B;barreau;m;;gati
B;barre;f;;futsotsuiwo
B;barrer;vt;;he mo, tu mp na nu
B;barricader;vt;;he mp
B;barrière;f;;moheti, mohenu
B;là-bas;adv;;afimâ, anyigodzi
B;bas;m;;anyinu, gome
B;bas;m;;afowui
B;bas-fond;m;;we, vveme, abu
B;basilique;f;;Mawuho gâ
B;basse;f;;gbe gâ (hadzidzi)
B;basse-cour;f;;lâkpo, lâho
B;bassin;m;;agba, kolo, kposi, gagba
B;bastion;m;;môgâ gli sesê
B;bas-ventre;m;;fo, dome, yome
B;bataille;f;;awakpekpe, awawowo
B;;;navale;awa le fu dzi, fudziwa
B;bataillon;m;;asrafoha, gbadagbaha
B;bâtard;m;;ahasivi, gbolovi. Gâteau m wu, méli
B;;;de;guerre awawu
B;le-;part;;Wu ho
B;bâtiment;m;;ho, hotutu
B;bâtir;vt;;tu ho. Mton m ati
B;bâtonner;vt;;îo ame kple ati
B;bâtonnier;m;;atikploto
B;battement;m;;îofo, îufu
B;;;de cœur;dzidzodzo, dzitsotso
B;;;des mains;asikpoloeîufu, asikpeîofo
B;;;du pouls;wu îe sisi
B;batterie;f;;avuwowo, foîo
B;battre;vt;;îo nu, to, gbâ, du ame dzL
B;;;le tambour;fo wu
B;;;q. à coups de poing;da ko ame
B;;;à plate couture;îo ame kakaka
B;;;du blé;fo bli, to lu
B;;;du fer;tu ga, hlâ zu de ga dzi
B;;;les habits;îo awu
B;;;monnaie;ta ga, wo ga
B;;;du flanc;gbo îugeîuge
B;;;des mains;îo asi kploloe, da akpe, fo asikpe
B;baume;m;;ami wewê
B;bavard;m;;ayoyo, nukpotuikpotuiîola dzedola
B;bavardage;m;;nyatoîitoto, ahatsekaka
B;bave;f;;ade, futukpô, ku, ta
B;béatifier;vt;;de gbe fa le amekuku riuti be wôazu yayirato
B;beaucoup;adv;;gede, sogbo, fû, sonson, tan, zâ kpi
B;;;mieux;enyo wu fû
B;;;trop;sogbo akpa
B;beau-fils;m;;toyovi, visrônutsu, vinyohu fe srô
B;beau-frère;m;;nyo
B;beau-père;m;;to
B;beauté;f;;nyonyo, anidzidzi
B;;;mâle;dekadzede
B;;;féminine;tugbedzedze, tugbenyonyô, tugbe
B;l)ébé;m;;vidzï, vidzïe, vidzê, vi fê, riane
B;bec;m;;do
B;;;nuptiale,;alolélé îe yayira
B;bécane;f;;keke, gaso
B;bêche;f;;sofi
B;bêcher;vt;;nlo, gudu, dzobo anyigba
B;becqueter;vt;;to do nu, fo nu anyigba kple do
B;bedeau;m;;mawuhome nuwo dzikpola
B;bégayer;vt;;koko, kuku ade
B;begayeur;m;;kokola, adekukula
B;bêler;vt;;hlô abe aie ene
B;bêlement;m;;hohlô abe aie ene
B;belette;f;;agblegbolê
B;bélier;m;;alêtsu, agbo
B;belle-fille;f;;visrônyônu
B;belle-mère;f;;lôho
B;belle-sœur;f;;srôdianyônu, nyô, asigâ, as idee
B;belligérant;m;;awawola. Belzébuth m abosam
B;bénédicité;m;;gbedododa le nududu ngo
B;bénédiction;f;;yayira, getrome subosubo
B;;;de Peau;tsikokoe wowo
B;;;nuptiale;alolélé fe yayira
B;;;d'une église;mawuho yayira, mawuho nuti-koko
B;;;sacerdotale;mawununola îe yayira
B;bénéfice;m;;vide
B;benêt;m;;bometsila
B;bénignité;f;;domenyonyô
B;bénir;vt;;yira ame, (nu) kaîu ame, ko nu nuti
B;;;Dieu;kafu Mawu
B;;;un mariage;na yayira srôdelawo
B;bénitier;m;;tsikokoego
B;béquille;f;;ati todenu
B;bercail;m;;alêho, alêkpo
B;berceau;m;;vidzî îe abati
B;bercer;vt;;da vidzï
B;;;q. de promesses;ble ame
B;béret;m;;kuku nogoe
B;berger;m;;alêkploîa
B;bergerie;f;;alêho, alêkpo
B;berlue;f;;fuflu, motatra
B;berner;vt;;dzi ge ame nu, ka ahatse ame nu, flu ame
B;besogne;f;;do, dovvpwo
B;bestiole;f;;lâvi
B;bétail;m;;lâwo, afemelâwo
B;beuglement;m;;gbetete, gbedede
B;beurre;m;;butru, bota
B;bévue;f;;dzidada, vodada, dadafu: faire une-da vo, da nu dzi
B;biais;m;;abutotro, abudidi
B;biberon;m;;notsinotukpa. Bible î Biblia kokoe, Nurionlo kokoe
B;biche;f;;luno, tono
B;bicycliste;m;;gaspdola
B;bidet;m;;so diku
B;bidon;m;;go, akpogo, kplu
B;bien;m;;nu nyuie
B;bien-être;m;;nyonyô, modzeanyi
B;bienfaisance;f;;domenyonuwowo
B;bienfait;m;;domenyonu
B;bienfaiteur;m;;domenyonuwola
B;bienséance;f;;dokuilélé nyuie, v^udodo
B;bientôt;adv;;teîe medidi o, teîe medzidzi hafi o
B;bienveillance;f;;domenyonyô, lolô nyuie
B;bienvenue;f;;dzâdodo na ame
B;bière;f;;amekukudaka, amekukugbati
B;bière;f;;aha, liha
B;biffer;vt;;te fli de nu me, tutu nunonlo
B;;;q. de la liste;te fli ame îe nko me le agbalê me, tutu ame nko
B;biffure;f;;flu, flui, flitete de nu me
B;bigamie;f;;nyônuvedede
B;bigame;m;;nyônuvedela
B;bijou;m;;dzonu, kpe hoasi, îewuinu, sikanu
B;bijoutier;m;;dzonuwola, sikadariuwola
B;bilan;m;;akontabubu, numebubukpo, nusosokpo
B;bilieuse;f;;asrâ dze nudza
B;bile;f;;vevee, adrufe
B;billard;m;;feîe ade kple boluwo
B;billet;m;;agbalêvi, monagbalê
B;;;de;banque gàgbalê
B;;;d'entrée;monagbalê, gegedemegbalê
B;bimbelot;m;;îeîenu
B;binocle;m;;tsitsi, gankui
B;bis;adv;;zi eve
B;bisaïeul;m;;togbotogbui
B;bisaïeule;f;;mamâmamê
B;biscuit;m;;akpono vivi
B;bitume;m;;anyigbameno
B;bivouac;m;;asadaboîe, asada me
B;bizarrerie;f;;nukuwowo
B;blaireau;m;;lûmô, hotoklo — anosinu
B;blâme;m;;mokaka, nkumekaka
B;blâmer;vt;;ka nkume na ame, blu de ame ta
B;blanc;m;;yevu, yovo, yovu
B;blanchir;vt;;wo nu gie
B;;;un mur;si akalo na gli
B;;;le linge;nyâ avo
B;blanchissage;m;;nunyanyâ
B;blanchisseur;m;;nunyâla
B;blasphème;m;;busunyagbogblo de Mawu nuti^ busubobo
B;blasphémer;vt;;gblo busunya de Mawu nuti
B;blé;m;;li (bli, molu, fo etc.) nuwawâ
B;;;q. d'un coup de fusil;de abi ame nu kple tu, fo tu ame
B;blessé;m;;abito, abihola, abinu
B;blessure;f;;abi
B;bleuir;vt;;de blo nu
B;blinder;vt;;do ga nu nu
B;bloc;m;;kpo
B;;;de;bois atikpo
B;bloquer;vt;;de to de nu nu, îo hlâ nu
B;boa;m;;wo, da gâ ade
B;bocage;m;;avevi, ave kododo
B;bocal;m;;agbovoe, atukpa
B;bœuf;m;;nyitsu, nyi tata
B;boire;vt;;no nu, fu nu nû nu
B;;;de la bière;no liha
B;;;dans;une calebasse : no nu le tre me, fu nu tre nu
B;bois;m;;ave
B;;;de;chauffage nake
B;;;à;la santé de q
B;boisseau;m;;blidonu, tre, boisson î nunono
B;;;aux lettres;letadaka, agbalêdodaka
B;boiteux;m;;abutola, abuno
B;bol;m;;go, kopo
B;bombarder;vt;;da aprim de nu dzi, da tu de nu dzi
B;bombardement;m;;tudada, aprimdada de nu dzi
B;bombe;f;;tukpe gâ
B;bomber;vt;;ha nu
B;bonbon;m;;gbetike, kpetike
